,year,intent,police,sex,age,race
69081,2014,Homicide,0,Male,65older,White
69105,2014,Homicide,0,Male,65older,White
69150,2014,Homicide,0,Male,65older,White
69219,2014,Homicide,0,Male,65older,White
69338,2014,Homicide,0,Male,65older,White
69339,2014,Homicide,0,Male,65older,White
69373,2014,Homicide,0,Male,65older,White
70164,2014,Homicide,0,Male,65older,White
70386,2014,Homicide,0,Male,65older,White
70460,2014,Homicide,0,Male,65older,White
70586,2014,Homicide,0,Male,65older,White
70598,2014,Homicide,0,Male,65older,White
70882,2014,Homicide,0,Male,65older,White
71344,2014,Homicide,0,Male,65older,White
71665,2014,Homicide,0,Male,65older,White
72259,2014,Homicide,0,Male,65older,White
72512,2014,Homicide,1,Male,65older,White
73981,2014,Homicide,0,Male,65older,White
74092,2014,Homicide,0,Male,65older,White
74216,2014,Homicide,0,Male,65older,White
74255,2014,Homicide,0,Male,65older,White
74398,2014,Homicide,0,Male,65older,White
74462,2014,Homicide,0,Male,65older,White
74737,2014,Homicide,0,Male,65older,White
74786,2014,Homicide,0,Male,65older,White
75426,2014,Homicide,0,Male,65older,White
75545,2014,Homicide,0,Male,65older,White
75677,2014,Homicide,0,Male,65older,White
75940,2014,Homicide,0,Male,65older,White
76117,2014,Homicide,0,Male,65older,White
76650,2014,Homicide,0,Male,65older,White
77243,2014,Homicide,0,Male,65older,White
77533,2014,Homicide,0,Male,65older,White
77572,2014,Homicide,0,Male,65older,White
77623,2014,Homicide,0,Male,65older,White
77990,2014,Homicide,0,Male,65older,White
77998,2014,Homicide,0,Male,65older,White
78034,2014,Homicide,0,Male,65older,White
78528,2014,Homicide,0,Male,65older,White
79315,2014,Homicide,0,Male,65older,White
79728,2014,Homicide,0,Male,65older,White
79902,2014,Homicide,0,Male,65older,White
80013,2014,Homicide,1,Male,65older,White
80469,2014,Homicide,0,Male,65older,White
80819,2014,Homicide,0,Male,65older,White
81040,2014,Homicide,0,Male,65older,White
81370,2014,Homicide,0,Male,65older,White
81698,2014,Homicide,0,Male,65older,White
81966,2014,Homicide,1,Male,65older,White
82189,2014,Homicide,0,Male,65older,White
82489,2014,Homicide,1,Male,65older,White
83048,2014,Homicide,0,Male,65older,White
83087,2014,Homicide,0,Male,65older,White
83188,2014,Homicide,0,Male,65older,White
83194,2014,Homicide,0,Male,65older,White
83456,2014,Homicide,0,Male,65older,White
83706,2014,Homicide,0,Male,65older,White
83884,2014,Homicide,0,Male,65older,White
84081,2014,Homicide,0,Male,65older,White
84134,2014,Homicide,0,Male,65older,White
84205,2014,Homicide,0,Male,65older,White
84493,2014,Homicide,0,Male,65older,White
84631,2014,Homicide,0,Male,65older,White
84978,2014,Homicide,0,Male,65older,White
85046,2014,Homicide,0,Male,65older,White
85076,2014,Homicide,0,Male,65older,White
85077,2014,Homicide,0,Male,65older,White
85183,2014,Homicide,0,Male,65older,White
85221,2014,Homicide,0,Male,65older,White
85222,2014,Homicide,0,Male,65older,White
85346,2014,Homicide,0,Male,65older,White
85500,2014,Homicide,0,Male,65older,White
85568,2014,Homicide,0,Male,65older,White
85570,2014,Homicide,1,Male,65older,White
85829,2014,Homicide,0,Male,65older,White
85878,2014,Homicide,0,Male,65older,White
86061,2014,Homicide,0,Male,65older,White
86285,2014,Homicide,0,Male,65older,White
86327,2014,Homicide,0,Male,65older,White
86432,2014,Homicide,0,Male,65older,White
86522,2014,Homicide,0,Male,65older,White
86797,2014,Homicide,0,Male,65older,White
86850,2014,Homicide,0,Male,65older,White
87110,2014,Homicide,0,Male,65older,White
87636,2014,Homicide,0,Male,65older,White
88422,2014,Homicide,0,Male,65older,White
89370,2014,Homicide,0,Male,65older,White
89438,2014,Homicide,0,Male,65older,White
89844,2014,Homicide,0,Male,65older,White
90204,2014,Homicide,0,Male,65older,White
90510,2014,Homicide,0,Male,65older,White
90801,2014,Homicide,0,Male,65older,White
90831,2014,Homicide,0,Male,65older,White
91169,2014,Homicide,0,Male,65older,White
91268,2014,Homicide,1,Male,65older,White
91383,2014,Homicide,0,Male,65older,White
91587,2014,Homicide,0,Male,65older,White
91826,2014,Homicide,0,Male,65older,White
91867,2014,Homicide,0,Male,65older,White
93310,2014,Homicide,0,Male,65older,White
93414,2014,Homicide,0,Male,65older,White
93840,2014,Homicide,0,Male,65older,White
93967,2014,Homicide,0,Male,65older,White
93987,2014,Homicide,0,Male,65older,White
94137,2014,Homicide,0,Male,65older,White
94542,2014,Homicide,0,Male,65older,White
94895,2014,Homicide,0,Male,65older,White
95263,2014,Homicide,0,Male,65older,White
96013,2014,Homicide,0,Male,65older,White
96092,2014,Homicide,0,Male,65older,White
96104,2014,Homicide,1,Male,65older,White
96107,2014,Homicide,1,Male,65older,White
96266,2014,Homicide,0,Male,65older,White
96878,2014,Homicide,0,Male,65older,White
97455,2014,Homicide,0,Male,65older,White
97874,2014,Homicide,0,Male,65older,White
98203,2014,Homicide,0,Male,65older,White
98476,2014,Homicide,0,Male,65older,White
98566,2014,Homicide,0,Male,65older,White
98638,2014,Homicide,0,Male,65older,White
98728,2014,Homicide,1,Male,65older,White
98796,2014,Homicide,0,Male,65older,White
99445,2014,Homicide,0,Male,65older,White
99537,2014,Homicide,0,Male,65older,White
100207,2014,Homicide,1,Male,65older,White
90307,2014,Suicide,0,Female,Under15,Asian/Pacific Islander
90501,2014,Suicide,0,Female,Under15,Asian/Pacific Islander
72774,2014,Suicide,0,Female,Under15,Black
78872,2014,Suicide,0,Female,Under15,Black
87660,2014,Suicide,0,Female,Under15,Black
69410,2014,Suicide,0,Female,Under15,Hispanic
85035,2014,Suicide,0,Female,Under15,Hispanic
93165,2014,Suicide,0,Female,Under15,Hispanic
95291,2014,Suicide,0,Female,Under15,Hispanic
95508,2014,Suicide,0,Female,Under15,Hispanic
96685,2014,Suicide,0,Female,Under15,Hispanic
68164,2014,Suicide,0,Female,Under15,White
68211,2014,Suicide,0,Female,Under15,White
68267,2014,Suicide,0,Female,Under15,White
68317,2014,Suicide,0,Female,Under15,White
68466,2014,Suicide,0,Female,Under15,White
70509,2014,Suicide,0,Female,Under15,White
72549,2014,Suicide,0,Female,Under15,White
72689,2014,Suicide,0,Female,Under15,White
74642,2014,Suicide,0,Female,Under15,White
74927,2014,Suicide,0,Female,Under15,White
75190,2014,Suicide,0,Female,Under15,White
76398,2014,Suicide,0,Female,Under15,White
77062,2014,Suicide,0,Female,Under15,White
77475,2014,Suicide,0,Female,Under15,White
77660,2014,Suicide,0,Female,Under15,White
79195,2014,Suicide,0,Female,Under15,White
79676,2014,Suicide,0,Female,Under15,White
82291,2014,Suicide,0,Female,Under15,White
82657,2014,Suicide,0,Female,Under15,White
83052,2014,Suicide,0,Female,Under15,White
84584,2014,Suicide,0,Female,Under15,White
84846,2014,Suicide,0,Female,Under15,White
85547,2014,Suicide,0,Female,Under15,White
85696,2014,Suicide,0,Female,Under15,White
85778,2014,Suicide,0,Female,Under15,White
86518,2014,Suicide,0,Female,Under15,White
86557,2014,Suicide,0,Female,Under15,White
90723,2014,Suicide,0,Female,Under15,White
91665,2014,Suicide,0,Female,Under15,White
92568,2014,Suicide,0,Female,Under15,White
95014,2014,Suicide,0,Female,Under15,White
96330,2014,Suicide,0,Female,Under15,White
96463,2014,Suicide,0,Female,Under15,White
96762,2014,Suicide,0,Female,Under15,White
98480,2014,Suicide,0,Female,Under15,White
98741,2014,Suicide,0,Female,Under15,White
99229,2014,Suicide,0,Female,Under15,White
100362,2014,Suicide,0,Female,Under15,White
70279,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
72174,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
76418,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
78594,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
87620,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
90764,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
91028,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
93901,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
95618,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
96835,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
99509,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
99533,2014,Suicide,0,Female,15to34,Asian/Pacific Islander
67217,2014,Suicide,0,Female,15to34,Black
67469,2014,Suicide,0,Female,15to34,Black
67476,2014,Suicide,0,Female,15to34,Black
67589,2014,Suicide,0,Female,15to34,Black
67723,2014,Suicide,0,Female,15to34,Black
68063,2014,Suicide,0,Female,15to34,Black
68799,2014,Suicide,0,Female,15to34,Black
74880,2014,Suicide,0,Female,15to34,Black
75318,2014,Suicide,0,Female,15to34,Black
75526,2014,Suicide,0,Female,15to34,Black
75651,2014,Suicide,0,Female,15to34,Black
75770,2014,Suicide,0,Female,15to34,Black
76752,2014,Suicide,0,Female,15to34,Black
79585,2014,Suicide,0,Female,15to34,Black
80894,2014,Suicide,0,Female,15to34,Black
81749,2014,Suicide,0,Female,15to34,Black
84917,2014,Suicide,0,Female,15to34,Black
85782,2014,Suicide,0,Female,15to34,Black
85826,2014,Suicide,0,Female,15to34,Black
85872,2014,Suicide,0,Female,15to34,Black
85971,2014,Suicide,0,Female,15to34,Black
86034,2014,Suicide,0,Female,15to34,Black
86287,2014,Suicide,0,Female,15to34,Black
86692,2014,Suicide,0,Female,15to34,Black
89510,2014,Suicide,0,Female,15to34,Black
89572,2014,Suicide,0,Female,15to34,Black
89983,2014,Suicide,0,Female,15to34,Black
90462,2014,Suicide,0,Female,15to34,Black
91505,2014,Suicide,0,Female,15to34,Black
93230,2014,Suicide,0,Female,15to34,Black
93649,2014,Suicide,0,Female,15to34,Black
94631,2014,Suicide,0,Female,15to34,Black
94973,2014,Suicide,0,Female,15to34,Black
94983,2014,Suicide,0,Female,15to34,Black
98572,2014,Suicide,0,Female,15to34,Black
99880,2014,Suicide,0,Female,15to34,Black
69128,2014,Suicide,0,Female,15to34,Hispanic
69956,2014,Suicide,0,Female,15to34,Hispanic
70869,2014,Suicide,0,Female,15to34,Hispanic
70872,2014,Suicide,0,Female,15to34,Hispanic
71028,2014,Suicide,0,Female,15to34,Hispanic
71060,2014,Suicide,0,Female,15to34,Hispanic
71206,2014,Suicide,0,Female,15to34,Hispanic
71680,2014,Suicide,0,Female,15to34,Hispanic
71959,2014,Suicide,0,Female,15to34,Hispanic
73166,2014,Suicide,0,Female,15to34,Hispanic
73169,2014,Suicide,0,Female,15to34,Hispanic
73462,2014,Suicide,0,Female,15to34,Hispanic
74539,2014,Suicide,0,Female,15to34,Hispanic
74629,2014,Suicide,0,Female,15to34,Hispanic
75016,2014,Suicide,0,Female,15to34,Hispanic
75583,2014,Suicide,0,Female,15to34,Hispanic
79990,2014,Suicide,0,Female,15to34,Hispanic
80083,2014,Suicide,0,Female,15to34,Hispanic
80101,2014,Suicide,0,Female,15to34,Hispanic
80859,2014,Suicide,0,Female,15to34,Hispanic
81521,2014,Suicide,0,Female,15to34,Hispanic
83363,2014,Suicide,0,Female,15to34,Hispanic
83832,2014,Suicide,0,Female,15to34,Hispanic
84544,2014,Suicide,0,Female,15to34,Hispanic
87075,2014,Suicide,0,Female,15to34,Hispanic
87231,2014,Suicide,0,Female,15to34,Hispanic
87829,2014,Suicide,0,Female,15to34,Hispanic
87888,2014,Suicide,0,Female,15to34,Hispanic
87902,2014,Suicide,0,Female,15to34,Hispanic
87934,2014,Suicide,0,Female,15to34,Hispanic
88004,2014,Suicide,0,Female,15to34,Hispanic
88007,2014,Suicide,0,Female,15to34,Hispanic
88029,2014,Suicide,0,Female,15to34,Hispanic
88147,2014,Suicide,0,Female,15to34,Hispanic
90466,2014,Suicide,0,Female,15to34,Hispanic
90969,2014,Suicide,0,Female,15to34,Hispanic
94956,2014,Suicide,0,Female,15to34,Hispanic
94980,2014,Suicide,0,Female,15to34,Hispanic
95174,2014,Suicide,0,Female,15to34,Hispanic
95309,2014,Suicide,0,Female,15to34,Hispanic
95961,2014,Suicide,0,Female,15to34,Hispanic
96231,2014,Suicide,0,Female,15to34,Hispanic
96303,2014,Suicide,0,Female,15to34,Hispanic
96327,2014,Suicide,0,Female,15to34,Hispanic
96665,2014,Suicide,0,Female,15to34,Hispanic
96924,2014,Suicide,0,Female,15to34,Hispanic
97041,2014,Suicide,0,Female,15to34,Hispanic
97247,2014,Suicide,0,Female,15to34,Hispanic
97342,2014,Suicide,0,Female,15to34,Hispanic
97440,2014,Suicide,0,Female,15to34,Hispanic
97521,2014,Suicide,0,Female,15to34,Hispanic
98762,2014,Suicide,0,Female,15to34,Hispanic
98807,2014,Suicide,0,Female,15to34,Hispanic
99180,2014,Suicide,0,Female,15to34,Hispanic
99455,2014,Suicide,0,Female,15to34,Hispanic
99554,2014,Suicide,0,Female,15to34,Hispanic
99797,2014,Suicide,0,Female,15to34,Hispanic
67253,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
67301,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
69323,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
71515,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
76759,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
77832,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
83412,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
88064,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
88120,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
90676,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
99660,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
100535,2014,Suicide,0,Female,15to34,Native American/Native Alaskan
67229,2014,Suicide,0,Female,15to34,White
67327,2014,Suicide,0,Female,15to34,White
67379,2014,Suicide,0,Female,15to34,White
67421,2014,Suicide,0,Female,15to34,White
67498,2014,Suicide,0,Female,15to34,White
67588,2014,Suicide,0,Female,15to34,White
67644,2014,Suicide,0,Female,15to34,White
67789,2014,Suicide,0,Female,15to34,White
67859,2014,Suicide,0,Female,15to34,White
67927,2014,Suicide,0,Female,15to34,White
67946,2014,Suicide,0,Female,15to34,White
67979,2014,Suicide,0,Female,15to34,White
68028,2014,Suicide,0,Female,15to34,White
68034,2014,Suicide,0,Female,15to34,White
68054,2014,Suicide,0,Female,15to34,White
68060,2014,Suicide,0,Female,15to34,White
68087,2014,Suicide,0,Female,15to34,White
68202,2014,Suicide,0,Female,15to34,White
68214,2014,Suicide,0,Female,15to34,White
68278,2014,Suicide,0,Female,15to34,White
68292,2014,Suicide,0,Female,15to34,White
68351,2014,Suicide,0,Female,15to34,White
68388,2014,Suicide,0,Female,15to34,White
68494,2014,Suicide,0,Female,15to34,White
68538,2014,Suicide,0,Female,15to34,White
68570,2014,Suicide,0,Female,15to34,White
68739,2014,Suicide,0,Female,15to34,White
68760,2014,Suicide,0,Female,15to34,White
68774,2014,Suicide,0,Female,15to34,White
68779,2014,Suicide,0,Female,15to34,White
68787,2014,Suicide,0,Female,15to34,White
68834,2014,Suicide,0,Female,15to34,White
68852,2014,Suicide,0,Female,15to34,White
68890,2014,Suicide,0,Female,15to34,White
69021,2014,Suicide,0,Female,15to34,White
69062,2014,Suicide,0,Female,15to34,White
69101,2014,Suicide,0,Female,15to34,White
69110,2014,Suicide,0,Female,15to34,White
69114,2014,Suicide,0,Female,15to34,White
69169,2014,Suicide,0,Female,15to34,White
69243,2014,Suicide,0,Female,15to34,White
69265,2014,Suicide,0,Female,15to34,White
69274,2014,Suicide,0,Female,15to34,White
69368,2014,Suicide,0,Female,15to34,White
