,year,intent,police,sex,age,race
95079,2014,Suicide,0,Male,65older,White
95080,2014,Suicide,0,Male,65older,White
95084,2014,Suicide,0,Male,65older,White
95085,2014,Suicide,0,Male,65older,White
95087,2014,Suicide,0,Male,65older,White
95106,2014,Suicide,0,Male,65older,White
95110,2014,Suicide,0,Male,65older,White
95115,2014,Suicide,0,Male,65older,White
95130,2014,Suicide,0,Male,65older,White
95132,2014,Suicide,0,Male,65older,White
95137,2014,Suicide,0,Male,65older,White
95148,2014,Suicide,0,Male,65older,White
95149,2014,Suicide,0,Male,65older,White
95151,2014,Suicide,0,Male,65older,White
95163,2014,Suicide,0,Male,65older,White
95178,2014,Suicide,0,Male,65older,White
95188,2014,Suicide,0,Male,65older,White
95191,2014,Suicide,0,Male,65older,White
95197,2014,Suicide,0,Male,65older,White
95198,2014,Suicide,0,Male,65older,White
95208,2014,Suicide,0,Male,65older,White
95241,2014,Suicide,0,Male,65older,White
95243,2014,Suicide,0,Male,65older,White
95262,2014,Suicide,0,Male,65older,White
95268,2014,Suicide,0,Male,65older,White
95270,2014,Suicide,0,Male,65older,White
95274,2014,Suicide,0,Male,65older,White
95276,2014,Suicide,0,Male,65older,White
95281,2014,Suicide,0,Male,65older,White
95286,2014,Suicide,0,Male,65older,White
95290,2014,Suicide,0,Male,65older,White
95292,2014,Suicide,0,Male,65older,White
95295,2014,Suicide,0,Male,65older,White
95319,2014,Suicide,0,Male,65older,White
95320,2014,Suicide,0,Male,65older,White
95321,2014,Suicide,0,Male,65older,White
95323,2014,Suicide,0,Male,65older,White
95327,2014,Suicide,0,Male,65older,White
95329,2014,Suicide,0,Male,65older,White
95337,2014,Suicide,0,Male,65older,White
95349,2014,Suicide,0,Male,65older,White
95353,2014,Suicide,0,Male,65older,White
95356,2014,Suicide,0,Male,65older,White
95363,2014,Suicide,0,Male,65older,White
95374,2014,Suicide,0,Male,65older,White
95375,2014,Suicide,0,Male,65older,White
95388,2014,Suicide,0,Male,65older,White
95404,2014,Suicide,0,Male,65older,White
95416,2014,Suicide,0,Male,65older,White
95417,2014,Suicide,0,Male,65older,White
95433,2014,Suicide,0,Male,65older,White
95441,2014,Suicide,0,Male,65older,White
95442,2014,Suicide,0,Male,65older,White
95449,2014,Suicide,0,Male,65older,White
95462,2014,Suicide,0,Male,65older,White
95465,2014,Suicide,0,Male,65older,White
95471,2014,Suicide,0,Male,65older,White
95476,2014,Suicide,0,Male,65older,White
95478,2014,Suicide,0,Male,65older,White
95483,2014,Suicide,0,Male,65older,White
95514,2014,Suicide,0,Male,65older,White
95515,2014,Suicide,0,Male,65older,White
95519,2014,Suicide,0,Male,65older,White
95539,2014,Suicide,0,Male,65older,White
95552,2014,Suicide,0,Male,65older,White
95579,2014,Suicide,0,Male,65older,White
95602,2014,Suicide,0,Male,65older,White
95610,2014,Suicide,0,Male,65older,White
95615,2014,Suicide,0,Male,65older,White
95629,2014,Suicide,0,Male,65older,White
95633,2014,Suicide,0,Male,65older,White
95648,2014,Suicide,0,Male,65older,White
95652,2014,Suicide,0,Male,65older,White
95656,2014,Suicide,0,Male,65older,White
95658,2014,Suicide,0,Male,65older,White
95662,2014,Suicide,0,Male,65older,White
95665,2014,Suicide,0,Male,65older,White
95673,2014,Suicide,0,Male,65older,White
95677,2014,Suicide,0,Male,65older,White
95736,2014,Suicide,0,Male,65older,White
95737,2014,Suicide,0,Male,65older,White
95751,2014,Suicide,0,Male,65older,White
95753,2014,Suicide,0,Male,65older,White
95757,2014,Suicide,0,Male,65older,White
95776,2014,Suicide,0,Male,65older,White
95795,2014,Suicide,0,Male,65older,White
95801,2014,Suicide,0,Male,65older,White
95805,2014,Suicide,0,Male,65older,White
95808,2014,Suicide,0,Male,65older,White
95809,2014,Suicide,0,Male,65older,White
95817,2014,Suicide,0,Male,65older,White
95820,2014,Suicide,0,Male,65older,White
95827,2014,Suicide,0,Male,65older,White
95832,2014,Suicide,0,Male,65older,White
95858,2014,Suicide,0,Male,65older,White
95864,2014,Suicide,0,Male,65older,White
95869,2014,Suicide,0,Male,65older,White
95873,2014,Suicide,0,Male,65older,White
95874,2014,Suicide,0,Male,65older,White
95878,2014,Suicide,0,Male,65older,White
95879,2014,Suicide,0,Male,65older,White
95884,2014,Suicide,0,Male,65older,White
95895,2014,Suicide,0,Male,65older,White
95898,2014,Suicide,0,Male,65older,White
95899,2014,Suicide,0,Male,65older,White
95908,2014,Suicide,0,Male,65older,White
95913,2014,Suicide,0,Male,65older,White
95918,2014,Suicide,0,Male,65older,White
95924,2014,Suicide,0,Male,65older,White
95931,2014,Suicide,0,Male,65older,White
95934,2014,Suicide,0,Male,65older,White
95946,2014,Suicide,0,Male,65older,White
95959,2014,Suicide,0,Male,65older,White
95960,2014,Suicide,0,Male,65older,White
95967,2014,Suicide,0,Male,65older,White
95983,2014,Suicide,0,Male,65older,White
95988,2014,Suicide,0,Male,65older,White
95992,2014,Suicide,0,Male,65older,White
96003,2014,Suicide,0,Male,65older,White
96004,2014,Suicide,0,Male,65older,White
96007,2014,Suicide,0,Male,65older,White
96010,2014,Suicide,0,Male,65older,White
96011,2014,Suicide,0,Male,65older,White
96012,2014,Suicide,0,Male,65older,White
96016,2014,Suicide,0,Male,65older,White
96027,2014,Suicide,0,Male,65older,White
96030,2014,Suicide,0,Male,65older,White
96034,2014,Suicide,0,Male,65older,White
96036,2014,Suicide,0,Male,65older,White
96041,2014,Suicide,0,Male,65older,White
96060,2014,Suicide,0,Male,65older,White
96070,2014,Suicide,0,Male,65older,White
96078,2014,Suicide,0,Male,65older,White
96079,2014,Suicide,0,Male,65older,White
96080,2014,Suicide,0,Male,65older,White
96085,2014,Suicide,0,Male,65older,White
96087,2014,Suicide,0,Male,65older,White
96088,2014,Suicide,0,Male,65older,White
96097,2014,Suicide,0,Male,65older,White
96125,2014,Suicide,0,Male,65older,White
96149,2014,Suicide,0,Male,65older,White
96150,2014,Suicide,0,Male,65older,White
96154,2014,Suicide,0,Male,65older,White
96161,2014,Suicide,0,Male,65older,White
96166,2014,Suicide,0,Male,65older,White
96167,2014,Suicide,0,Male,65older,White
96186,2014,Suicide,0,Male,65older,White
96202,2014,Suicide,0,Male,65older,White
96204,2014,Suicide,0,Male,65older,White
96208,2014,Suicide,0,Male,65older,White
96222,2014,Suicide,0,Male,65older,White
96227,2014,Suicide,0,Male,65older,White
96230,2014,Suicide,0,Male,65older,White
96246,2014,Suicide,0,Male,65older,White
96275,2014,Suicide,0,Male,65older,White
96278,2014,Suicide,0,Male,65older,White
96295,2014,Suicide,0,Male,65older,White
96304,2014,Suicide,0,Male,65older,White
96311,2014,Suicide,0,Male,65older,White
96314,2014,Suicide,0,Male,65older,White
96316,2014,Suicide,0,Male,65older,White
96326,2014,Suicide,0,Male,65older,White
96329,2014,Suicide,0,Male,65older,White
96332,2014,Suicide,0,Male,65older,White
96346,2014,Suicide,0,Male,65older,White
96382,2014,Suicide,0,Male,65older,White
96385,2014,Suicide,0,Male,65older,White
96388,2014,Suicide,0,Male,65older,White
96392,2014,Suicide,0,Male,65older,White
96396,2014,Suicide,0,Male,65older,White
96409,2014,Suicide,0,Male,65older,White
96410,2014,Suicide,0,Male,65older,White
96417,2014,Suicide,0,Male,65older,White
96425,2014,Suicide,0,Male,65older,White
96478,2014,Suicide,0,Male,65older,White
96487,2014,Suicide,0,Male,65older,White
96508,2014,Suicide,0,Male,65older,White
96509,2014,Suicide,0,Male,65older,White
96535,2014,Suicide,0,Male,65older,White
96564,2014,Suicide,0,Male,65older,White
96571,2014,Suicide,0,Male,65older,White
96579,2014,Suicide,0,Male,65older,White
96583,2014,Suicide,0,Male,65older,White
96597,2014,Suicide,0,Male,65older,White
96611,2014,Suicide,0,Male,65older,White
96614,2014,Suicide,0,Male,65older,White
96623,2014,Suicide,0,Male,65older,White
96624,2014,Suicide,0,Male,65older,White
96625,2014,Suicide,0,Male,65older,White
96629,2014,Suicide,0,Male,65older,White
96639,2014,Suicide,0,Male,65older,White
96664,2014,Suicide,0,Male,65older,White
96677,2014,Suicide,0,Male,65older,White
96680,2014,Suicide,0,Male,65older,White
96690,2014,Suicide,0,Male,65older,White
96692,2014,Suicide,0,Male,65older,White
96697,2014,Suicide,0,Male,65older,White
96700,2014,Suicide,0,Male,65older,White
96722,2014,Suicide,0,Male,65older,White
96729,2014,Suicide,0,Male,65older,White
96737,2014,Suicide,0,Male,65older,White
96751,2014,Suicide,0,Male,65older,White
96760,2014,Suicide,0,Male,65older,White
96768,2014,Suicide,0,Male,65older,White
96775,2014,Suicide,0,Male,65older,White
96777,2014,Suicide,0,Male,65older,White
96778,2014,Suicide,0,Male,65older,White
96781,2014,Suicide,0,Male,65older,White
96794,2014,Suicide,0,Male,65older,White
96796,2014,Suicide,0,Male,65older,White
96798,2014,Suicide,0,Male,65older,White
96812,2014,Suicide,0,Male,65older,White
96818,2014,Suicide,0,Male,65older,White
96837,2014,Suicide,0,Male,65older,White
96843,2014,Suicide,0,Male,65older,White
96847,2014,Suicide,0,Male,65older,White
96855,2014,Suicide,0,Male,65older,White
96856,2014,Suicide,0,Male,65older,White
96867,2014,Suicide,0,Male,65older,White
96868,2014,Suicide,0,Male,65older,White
96874,2014,Suicide,0,Male,65older,White
96881,2014,Suicide,0,Male,65older,White
96887,2014,Suicide,0,Male,65older,White
96890,2014,Suicide,0,Male,65older,White
96892,2014,Suicide,0,Male,65older,White
96893,2014,Suicide,0,Male,65older,White
96904,2014,Suicide,0,Male,65older,White
96906,2014,Suicide,0,Male,65older,White
96910,2014,Suicide,0,Male,65older,White
96912,2014,Suicide,0,Male,65older,White
96914,2014,Suicide,0,Male,65older,White
96916,2014,Suicide,0,Male,65older,White
96920,2014,Suicide,0,Male,65older,White
96922,2014,Suicide,0,Male,65older,White
96934,2014,Suicide,0,Male,65older,White
96954,2014,Suicide,0,Male,65older,White
96971,2014,Suicide,0,Male,65older,White
96997,2014,Suicide,0,Male,65older,White
97000,2014,Suicide,0,Male,65older,White
97006,2014,Suicide,0,Male,65older,White
97014,2014,Suicide,0,Male,65older,White
97018,2014,Suicide,0,Male,65older,White
97033,2014,Suicide,0,Male,65older,White
97036,2014,Suicide,0,Male,65older,White
97045,2014,Suicide,0,Male,65older,White
97048,2014,Suicide,0,Male,65older,White
97054,2014,Suicide,0,Male,65older,White
97074,2014,Suicide,0,Male,65older,White
97075,2014,Suicide,0,Male,65older,White
97090,2014,Suicide,0,Male,65older,White
97111,2014,Suicide,0,Male,65older,White
97115,2014,Suicide,0,Male,65older,White
97123,2014,Suicide,0,Male,65older,White
97130,2014,Suicide,0,Male,65older,White
97148,2014,Suicide,0,Male,65older,White
97171,2014,Suicide,0,Male,65older,White
97184,2014,Suicide,0,Male,65older,White
97187,2014,Suicide,0,Male,65older,White
97192,2014,Suicide,0,Male,65older,White
97201,2014,Suicide,0,Male,65older,White
97205,2014,Suicide,0,Male,65older,White
97207,2014,Suicide,0,Male,65older,White
97211,2014,Suicide,0,Male,65older,White
97223,2014,Suicide,0,Male,65older,White
97224,2014,Suicide,0,Male,65older,White
97225,2014,Suicide,0,Male,65older,White
97232,2014,Suicide,0,Male,65older,White
97238,2014,Suicide,0,Male,65older,White
97263,2014,Suicide,0,Male,65older,White
97280,2014,Suicide,0,Male,65older,White
97282,2014,Suicide,0,Male,65older,White
97298,2014,Suicide,0,Male,65older,White
97315,2014,Suicide,0,Male,65older,White
97328,2014,Suicide,0,Male,65older,White
97336,2014,Suicide,0,Male,65older,White
97359,2014,Suicide,0,Male,65older,White
97389,2014,Suicide,0,Male,65older,White
97392,2014,Suicide,0,Male,65older,White
97398,2014,Suicide,0,Male,65older,White
97400,2014,Suicide,0,Male,65older,White
97412,2014,Suicide,0,Male,65older,White
97416,2014,Suicide,0,Male,65older,White
97419,2014,Suicide,0,Male,65older,White
97431,2014,Suicide,0,Male,65older,White
97441,2014,Suicide,0,Male,65older,White
97465,2014,Suicide,0,Male,65older,White
97467,2014,Suicide,0,Male,65older,White
97471,2014,Suicide,0,Male,65older,White
97499,2014,Suicide,0,Male,65older,White
97504,2014,Suicide,0,Male,65older,White
97507,2014,Suicide,0,Male,65older,White
97516,2014,Suicide,0,Male,65older,White
97540,2014,Suicide,0,Male,65older,White
97554,2014,Suicide,0,Male,65older,White
97565,2014,Suicide,0,Male,65older,White
97575,2014,Suicide,0,Male,65older,White
97584,2014,Suicide,0,Male,65older,White
97585,2014,Suicide,0,Male,65older,White
97592,2014,Suicide,0,Male,65older,White
97608,2014,Suicide,0,Male,65older,White
97609,2014,Suicide,0,Male,65older,White
97627,2014,Suicide,0,Male,65older,White
97630,2014,Suicide,0,Male,65older,White
97631,2014,Suicide,0,Male,65older,White
97634,2014,Suicide,0,Male,65older,White
97638,2014,Suicide,0,Male,65older,White
97665,2014,Suicide,0,Male,65older,White
97669,2014,Suicide,0,Male,65older,White
97671,2014,Suicide,0,Male,65older,White
97679,2014,Suicide,0,Male,65older,White
97681,2014,Suicide,0,Male,65older,White
97693,2014,Suicide,0,Male,65older,White
97697,2014,Suicide,0,Male,65older,White
97700,2014,Suicide,0,Male,65older,White
97706,2014,Suicide,0,Male,65older,White
97712,2014,Suicide,0,Male,65older,White
97736,2014,Suicide,0,Male,65older,White
97740,2014,Suicide,0,Male,65older,White
97748,2014,Suicide,0,Male,65older,White
97760,2014,Suicide,0,Male,65older,White
97762,2014,Suicide,0,Male,65older,White
97766,2014,Suicide,0,Male,65older,White
97769,2014,Suicide,0,Male,65older,White
97773,2014,Suicide,0,Male,65older,White
97777,2014,Suicide,0,Male,65older,White
97778,2014,Suicide,0,Male,65older,White
97781,2014,Suicide,0,Male,65older,White
97783,2014,Suicide,0,Male,65older,White
97784,2014,Suicide,0,Male,65older,White
97786,2014,Suicide,0,Male,65older,White
97788,2014,Suicide,0,Male,65older,White
97808,2014,Suicide,0,Male,65older,White
97813,2014,Suicide,0,Male,65older,White
97817,2014,Suicide,0,Male,65older,White
97836,2014,Suicide,0,Male,65older,White
97841,2014,Suicide,0,Male,65older,White
97858,2014,Suicide,0,Male,65older,White
97860,2014,Suicide,0,Male,65older,White
97867,2014,Suicide,0,Male,65older,White
97868,2014,Suicide,0,Male,65older,White
97869,2014,Suicide,0,Male,65older,White
97885,2014,Suicide,0,Male,65older,White
97886,2014,Suicide,0,Male,65older,White
97901,2014,Suicide,0,Male,65older,White
97903,2014,Suicide,0,Male,65older,White
97927,2014,Suicide,0,Male,65older,White
97928,2014,Suicide,0,Male,65older,White
97930,2014,Suicide,0,Male,65older,White
97955,2014,Suicide,0,Male,65older,White
97963,2014,Suicide,0,Male,65older,White
97971,2014,Suicide,0,Male,65older,White
97981,2014,Suicide,0,Male,65older,White
97983,2014,Suicide,0,Male,65older,White
97988,2014,Suicide,0,Male,65older,White
98001,2014,Suicide,0,Male,65older,White
98021,2014,Suicide,0,Male,65older,White
98044,2014,Suicide,0,Male,65older,White
98045,2014,Suicide,0,Male,65older,White
98064,2014,Suicide,0,Male,65older,White
98065,2014,Suicide,0,Male,65older,White
98074,2014,Suicide,0,Male,65older,White
98076,2014,Suicide,0,Male,65older,White
98080,2014,Suicide,0,Male,65older,White
98082,2014,Suicide,0,Male,65older,White
98093,2014,Suicide,0,Male,65older,White
98100,2014,Suicide,0,Male,65older,White
98102,2014,Suicide,0,Male,65older,White
98104,2014,Suicide,0,Male,65older,White
98106,2014,Suicide,0,Male,65older,White
98109,2014,Suicide,0,Male,65older,White
98110,2014,Suicide,0,Male,65older,White
98111,2014,Suicide,0,Male,65older,White
98113,2014,Suicide,0,Male,65older,White
98123,2014,Suicide,0,Male,65older,White
98127,2014,Suicide,0,Male,65older,White
98135,2014,Suicide,0,Male,65older,White
98142,2014,Suicide,0,Male,65older,White
98144,2014,Suicide,0,Male,65older,White
98157,2014,Suicide,0,Male,65older,White
98165,2014,Suicide,0,Male,65older,White
98172,2014,Suicide,0,Male,65older,White
98185,2014,Suicide,0,Male,65older,White
98188,2014,Suicide,0,Male,65older,White
98196,2014,Suicide,0,Male,65older,White
98204,2014,Suicide,0,Male,65older,White
98209,2014,Suicide,0,Male,65older,White
98214,2014,Suicide,0,Male,65older,White
98220,2014,Suicide,0,Male,65older,White
98221,2014,Suicide,0,Male,65older,White
98234,2014,Suicide,0,Male,65older,White
98242,2014,Suicide,0,Male,65older,White
98246,2014,Suicide,0,Male,65older,White
98259,2014,Suicide,0,Male,65older,White
98262,2014,Suicide,0,Male,65older,White
98264,2014,Suicide,0,Male,65older,White
98265,2014,Suicide,0,Male,65older,White
98277,2014,Suicide,0,Male,65older,White
98279,2014,Suicide,0,Male,65older,White
98285,2014,Suicide,0,Male,65older,White
98288,2014,Suicide,0,Male,65older,White
98289,2014,Suicide,0,Male,65older,White
98290,2014,Suicide,0,Male,65older,White
98303,2014,Suicide,0,Male,65older,White
98314,2014,Suicide,0,Male,65older,White
98317,2014,Suicide,0,Male,65older,White
98324,2014,Suicide,0,Male,65older,White
98333,2014,Suicide,0,Male,65older,White
98348,2014,Suicide,0,Male,65older,White
98349,2014,Suicide,0,Male,65older,White
98355,2014,Suicide,0,Male,65older,White
98378,2014,Suicide,0,Male,65older,White
98380,2014,Suicide,0,Male,65older,White
98391,2014,Suicide,0,Male,65older,White
98392,2014,Suicide,0,Male,65older,White
98415,2014,Suicide,0,Male,65older,White
98417,2014,Suicide,0,Male,65older,White
98421,2014,Suicide,0,Male,65older,White
98428,2014,Suicide,0,Male,65older,White
98441,2014,Suicide,0,Male,65older,White
98442,2014,Suicide,0,Male,65older,White
98451,2014,Suicide,0,Male,65older,White
98472,2014,Suicide,0,Male,65older,White
98478,2014,Suicide,0,Male,65older,White
98492,2014,Suicide,0,Male,65older,White
98503,2014,Suicide,0,Male,65older,White
98507,2014,Suicide,0,Male,65older,White
98510,2014,Suicide,0,Male,65older,White
98515,2014,Suicide,0,Male,65older,White
98517,2014,Suicide,0,Male,65older,White
98518,2014,Suicide,0,Male,65older,White
98522,2014,Suicide,0,Male,65older,White
98525,2014,Suicide,0,Male,65older,White
98533,2014,Suicide,0,Male,65older,White
98539,2014,Suicide,0,Male,65older,White
98541,2014,Suicide,0,Male,65older,White
98546,2014,Suicide,0,Male,65older,White
98557,2014,Suicide,0,Male,65older,White
98561,2014,Suicide,0,Male,65older,White
98571,2014,Suicide,0,Male,65older,White
98584,2014,Suicide,0,Male,65older,White
98588,2014,Suicide,0,Male,65older,White
98591,2014,Suicide,0,Male,65older,White
98593,2014,Suicide,0,Male,65older,White
98604,2014,Suicide,0,Male,65older,White
98607,2014,Suicide,0,Male,65older,White
98608,2014,Suicide,0,Male,65older,White
98610,2014,Suicide,0,Male,65older,White
98613,2014,Suicide,0,Male,65older,White
98620,2014,Suicide,0,Male,65older,White
98640,2014,Suicide,0,Male,65older,White
98641,2014,Suicide,0,Male,65older,White
98644,2014,Suicide,0,Male,65older,White
98651,2014,Suicide,0,Male,65older,White
98666,2014,Suicide,0,Male,65older,White
98681,2014,Suicide,0,Male,65older,White
98686,2014,Suicide,0,Male,65older,White
98688,2014,Suicide,0,Male,65older,White
98691,2014,Suicide,0,Male,65older,White
98694,2014,Suicide,0,Male,65older,White
98697,2014,Suicide,0,Male,65older,White
98698,2014,Suicide,0,Male,65older,White
98701,2014,Suicide,0,Male,65older,White
98707,2014,Suicide,0,Male,65older,White
98719,2014,Suicide,0,Male,65older,White
98743,2014,Suicide,0,Male,65older,White
98749,2014,Suicide,0,Male,65older,White
98755,2014,Suicide,0,Male,65older,White
98760,2014,Suicide,0,Male,65older,White
98763,2014,Suicide,0,Male,65older,White
98767,2014,Suicide,0,Male,65older,White
98773,2014,Suicide,0,Male,65older,White
98774,2014,Suicide,0,Male,65older,White
98775,2014,Suicide,0,Male,65older,White
98778,2014,Suicide,0,Male,65older,White
98783,2014,Suicide,0,Male,65older,White
98785,2014,Suicide,0,Male,65older,White
98789,2014,Suicide,0,Male,65older,White
98801,2014,Suicide,0,Male,65older,White
98816,2014,Suicide,0,Male,65older,White
98832,2014,Suicide,0,Male,65older,White
98850,2014,Suicide,0,Male,65older,White
98866,2014,Suicide,0,Male,65older,White
98870,2014,Suicide,0,Male,65older,White
98875,2014,Suicide,0,Male,65older,White
98879,2014,Suicide,0,Male,65older,White
98887,2014,Suicide,0,Male,65older,White
98890,2014,Suicide,0,Male,65older,White
98893,2014,Suicide,0,Male,65older,White
98895,2014,Suicide,0,Male,65older,White
98925,2014,Suicide,0,Male,65older,White
98926,2014,Suicide,0,Male,65older,White
98930,2014,Suicide,0,Male,65older,White
98933,2014,Suicide,0,Male,65older,White
98935,2014,Suicide,0,Male,65older,White
98943,2014,Suicide,0,Male,65older,White
98945,2014,Suicide,0,Male,65older,White
98952,2014,Suicide,0,Male,65older,White
98956,2014,Suicide,0,Male,65older,White
98957,2014,Suicide,0,Male,65older,White
98958,2014,Suicide,0,Male,65older,White
98978,2014,Suicide,0,Male,65older,White
98984,2014,Suicide,0,Male,65older,White
98988,2014,Suicide,0,Male,65older,White
98989,2014,Suicide,0,Male,65older,White
98990,2014,Suicide,0,Male,65older,White
99000,2014,Suicide,0,Male,65older,White
99001,2014,Suicide,0,Male,65older,White
99003,2014,Suicide,0,Male,65older,White
99013,2014,Suicide,0,Male,65older,White
99016,2014,Suicide,0,Male,65older,White
99020,2014,Suicide,0,Male,65older,White
99025,2014,Suicide,0,Male,65older,White
99026,2014,Suicide,0,Male,65older,White
99042,2014,Suicide,0,Male,65older,White
99047,2014,Suicide,0,Male,65older,White
99050,2014,Suicide,0,Male,65older,White
99051,2014,Suicide,0,Male,65older,White
99054,2014,Suicide,0,Male,65older,White
99062,2014,Suicide,0,Male,65older,White
99063,2014,Suicide,0,Male,65older,White
99069,2014,Suicide,0,Male,65older,White
99077,2014,Suicide,0,Male,65older,White
99078,2014,Suicide,0,Male,65older,White
99081,2014,Suicide,0,Male,65older,White
99096,2014,Suicide,0,Male,65older,White
99100,2014,Suicide,0,Male,65older,White
99102,2014,Suicide,0,Male,65older,White
99106,2014,Suicide,0,Male,65older,White
99114,2014,Suicide,0,Male,65older,White
99116,2014,Suicide,0,Male,65older,White
99117,2014,Suicide,0,Male,65older,White
99129,2014,Suicide,0,Male,65older,White
99133,2014,Suicide,0,Male,65older,White
99134,2014,Suicide,0,Male,65older,White
99146,2014,Suicide,0,Male,65older,White
99148,2014,Suicide,0,Male,65older,White
99149,2014,Suicide,0,Male,65older,White
99159,2014,Suicide,0,Male,65older,White
99161,2014,Suicide,0,Male,65older,White
99163,2014,Suicide,0,Male,65older,White
99165,2014,Suicide,0,Male,65older,White
99169,2014,Suicide,0,Male,65older,White
99170,2014,Suicide,0,Male,65older,White
99171,2014,Suicide,0,Male,65older,White
99172,2014,Suicide,0,Male,65older,White
99175,2014,Suicide,0,Male,65older,White
99177,2014,Suicide,0,Male,65older,White
99182,2014,Suicide,0,Male,65older,White
99193,2014,Suicide,0,Male,65older,White
99195,2014,Suicide,0,Male,65older,White
99198,2014,Suicide,0,Male,65older,White
99200,2014,Suicide,0,Male,65older,White
99214,2014,Suicide,0,Male,65older,White
99216,2014,Suicide,0,Male,65older,White
99235,2014,Suicide,0,Male,65older,White
99236,2014,Suicide,0,Male,65older,White
99244,2014,Suicide,0,Male,65older,White
99272,2014,Suicide,0,Male,65older,White
99274,2014,Suicide,0,Male,65older,White
99280,2014,Suicide,0,Male,65older,White
99284,2014,Suicide,0,Male,65older,White
99286,2014,Suicide,0,Male,65older,White
99287,2014,Suicide,0,Male,65older,White
99296,2014,Suicide,0,Male,65older,White
99298,2014,Suicide,0,Male,65older,White
99299,2014,Suicide,0,Male,65older,White
99301,2014,Suicide,0,Male,65older,White
99302,2014,Suicide,0,Male,65older,White
99308,2014,Suicide,0,Male,65older,White
99319,2014,Suicide,0,Male,65older,White
99322,2014,Suicide,0,Male,65older,White
99330,2014,Suicide,0,Male,65older,White
99335,2014,Suicide,0,Male,65older,White
99343,2014,Suicide,0,Male,65older,White
99355,2014,Suicide,0,Male,65older,White
99358,2014,Suicide,0,Male,65older,White
99369,2014,Suicide,0,Male,65older,White
99379,2014,Suicide,0,Male,65older,White
99381,2014,Suicide,0,Male,65older,White
99404,2014,Suicide,0,Male,65older,White
99417,2014,Suicide,0,Male,65older,White
99419,2014,Suicide,0,Male,65older,White
99430,2014,Suicide,0,Male,65older,White
99433,2014,Suicide,0,Male,65older,White
99439,2014,Suicide,0,Male,65older,White
99440,2014,Suicide,0,Male,65older,White
99459,2014,Suicide,0,Male,65older,White
99460,2014,Suicide,0,Male,65older,White
99486,2014,Suicide,0,Male,65older,White
99503,2014,Suicide,0,Male,65older,White
99517,2014,Suicide,0,Male,65older,White
99518,2014,Suicide,0,Male,65older,White
99523,2014,Suicide,0,Male,65older,White
99526,2014,Suicide,0,Male,65older,White
99528,2014,Suicide,0,Male,65older,White
99530,2014,Suicide,0,Male,65older,White
99534,2014,Suicide,0,Male,65older,White
99541,2014,Suicide,0,Male,65older,White
99553,2014,Suicide,0,Male,65older,White
99555,2014,Suicide,0,Male,65older,White
99568,2014,Suicide,0,Male,65older,White
99569,2014,Suicide,0,Male,65older,White
99570,2014,Suicide,0,Male,65older,White
99571,2014,Suicide,0,Male,65older,White
99578,2014,Suicide,0,Male,65older,White
99582,2014,Suicide,0,Male,65older,White
99602,2014,Suicide,0,Male,65older,White
99603,2014,Suicide,0,Male,65older,White
99606,2014,Suicide,0,Male,65older,White
99607,2014,Suicide,0,Male,65older,White
99612,2014,Suicide,0,Male,65older,White
99613,2014,Suicide,0,Male,65older,White
99631,2014,Suicide,0,Male,65older,White
99640,2014,Suicide,0,Male,65older,White
99642,2014,Suicide,0,Male,65older,White
99654,2014,Suicide,0,Male,65older,White
99662,2014,Suicide,0,Male,65older,White
99664,2014,Suicide,0,Male,65older,White
99668,2014,Suicide,0,Male,65older,White
99669,2014,Suicide,0,Male,65older,White
99673,2014,Suicide,0,Male,65older,White
99690,2014,Suicide,0,Male,65older,White
99691,2014,Suicide,0,Male,65older,White
99695,2014,Suicide,0,Male,65older,White
99701,2014,Suicide,0,Male,65older,White
99706,2014,Suicide,0,Male,65older,White
99717,2014,Suicide,0,Male,65older,White
99746,2014,Suicide,0,Male,65older,White
99747,2014,Suicide,0,Male,65older,White
99752,2014,Suicide,0,Male,65older,White
99754,2014,Suicide,0,Male,65older,White
99755,2014,Suicide,0,Male,65older,White
99757,2014,Suicide,0,Male,65older,White
99758,2014,Suicide,0,Male,65older,White
99764,2014,Suicide,0,Male,65older,White
99769,2014,Suicide,0,Male,65older,White
99771,2014,Suicide,0,Male,65older,White
99781,2014,Suicide,0,Male,65older,White
99783,2014,Suicide,0,Male,65older,White
99803,2014,Suicide,0,Male,65older,White
99804,2014,Suicide,0,Male,65older,White
99805,2014,Suicide,0,Male,65older,White
99815,2014,Suicide,0,Male,65older,White
99816,2014,Suicide,0,Male,65older,White
99829,2014,Suicide,0,Male,65older,White
99831,2014,Suicide,0,Male,65older,White
99832,2014,Suicide,0,Male,65older,White
99841,2014,Suicide,0,Male,65older,White
99847,2014,Suicide,0,Male,65older,White
99849,2014,Suicide,0,Male,65older,White
99890,2014,Suicide,0,Male,65older,White
99898,2014,Suicide,0,Male,65older,White
99900,2014,Suicide,0,Male,65older,White
99903,2014,Suicide,0,Male,65older,White
99913,2014,Suicide,0,Male,65older,White
99919,2014,Suicide,0,Male,65older,White
99924,2014,Suicide,0,Male,65older,White
99934,2014,Suicide,0,Male,65older,White
99947,2014,Suicide,0,Male,65older,White
99948,2014,Suicide,0,Male,65older,White
99957,2014,Suicide,0,Male,65older,White
99965,2014,Suicide,0,Male,65older,White
99972,2014,Suicide,0,Male,65older,White
99977,2014,Suicide,0,Male,65older,White
99998,2014,Suicide,0,Male,65older,White
