state	county or district name	County vs district (or other)	data source (vaccine registry or reported by schools - REG or SCH)	# kindergarten students in county	# schools in county	# schools reporting	% schools reporting	% 2 dose MMR - all schools	% 2-dose MMR - public school	% 2-dose MMR - private schools	"% fully vaccinated (all vaccines), all schools"	% fully vaccinated - public schools	% fully vaccinated - private schools	% 1 dose MMR - all schools
South Dakota	Lake	county	SCH	149				0.97						
South Dakota	Lawrence	county	SCH	214				0.93						
South Dakota	Lincoln	county	SCH	650				0.95						
South Dakota	Lyman	county	SCH	54				1.00						
South Dakota	Marshall	county	SCH	46				0.96						
South Dakota	McCook	county	SCH	73				0.96						
South Dakota	McPherson	county	SCH	34				0.97						
South Dakota	Meade	county	SCH	246				0.97						
South Dakota	Mellette	county	SCH	41				1.00						
South Dakota	Miner	county	SCH	35				1.00						
South Dakota	Minnehaha	county	SCH	2993				0.98						
South Dakota	Moody	county	SCH	77				1.00						
South Dakota	Oglala Lakota	county	SCH	280				0.96						
South Dakota	Pennington	county	SCH	1628				0.98						
South Dakota	Perkins	county	SCH	48				0.94						
South Dakota	Potter	county	SCH	23				0.91						
South Dakota	Roberts	county	SCH	168				0.97						
South Dakota	Sanborn	county	SCH	18				0.89						
South Dakota	Spink	county	SCH	94				0.98						
South Dakota	Stanley	county	SCH	21				0.95						
South Dakota	Sully	county	SCH	10				0.80						
South Dakota	Todd	county	SCH	288				0.99						
South Dakota	Tripp	county	SCH	69				0.99						
South Dakota	Turner	county	SCH	100				0.93						
South Dakota	Union	county	SCH	209				0.99						
South Dakota	Walworth	county	SCH	51				1.00						
South Dakota	Yankton	county	SCH	243				1.00						
South Dakota	Ziebach	county	SCH	22				0.95						
Tennessee	Anderson	county		810							0.97			
Tennessee	Bedford	county		657							0.98			
Tennessee	Benton	county		166							0.95			
Tennessee	Bledsoe	county		126							0.96			
Tennessee	Blount	county		1348							0.97			
Tennessee	Bradley	county		1116							0.94			
Tennessee	Campbell	county		399							0.97			
Tennessee	Cannon	county		142							0.96			
Tennessee	Carroll	county		333							0.95			
Tennessee	Carter	county		600							0.92			
Tennessee	Cheatham	county		451							0.98			
Tennessee	Chester	county		205							0.98			
Tennessee	Claiborne	county		323							0.89			
Tennessee	Clay	county		77							1.00			
Tennessee	Cocke	county		380							0.99			
Tennessee	Coffee	county		639							0.97			
Tennessee	Crockett	county		227							1.00			
Tennessee	Cumberland	county		560							0.95			
Tennessee	Davidson	county		7296							0.96			
Tennessee	Decatur	county		116							0.88			
Tennessee	DeKalb	county		213							0.99			
Tennessee	Dickson	county		616							0.98			
Tennessee	Dyer	county		510							1.00			
Tennessee	Fayette	county		271							0.99			
Tennessee	Fentress	county		177							0.69			
Tennessee	Franklin	county		348							0.97			
Tennessee	Gibson	county		676							0.98			
Tennessee	Giles	county		276							0.96			
Tennessee	Grainger	county		240							0.95			
Tennessee	Greene	county		655							0.97			
Tennessee	Grundy	county		174							0.96			
Tennessee	Hamblen	county		786							0.95			
Tennessee	Hamilton	county		3545							0.92			
Tennessee	Hancock	county		71							0.97			
Tennessee	Hardeman	county		302							0.95			
Tennessee	Hardin	county		256							0.95			
Tennessee	Hawkins	county		584							0.97			
Tennessee	Haywood	county		196							0.96			
Tennessee	Henderson	county		369							0.96			
Tennessee	Henry	county		387							0.97			
Tennessee	Hickman	county		254							0.96			
Tennessee	Houston	county		91							0.97			
Tennessee	Humphreys	county		208							0.97			
Tennessee	Jackson	county		107							0.92			
Tennessee	Jefferson	county		517							0.92			
Tennessee	Johnson	county		140							0.98			
Tennessee	Knox	county		4426							0.96			
Tennessee	Lake	county		77							0.97			
Tennessee	Lauderdale	county		305							0.93			
Tennessee	Lawrence	county		525							0.91			
Tennessee	Lewis	county		154							0.96			
Tennessee	Lincoln	county		386							0.97			
Tennessee	Loudon	county		512							0.98			
Tennessee	Macon	county		328							0.95			
Tennessee	Madison	county		1040							0.97			
Tennessee	Marion	county		345							0.98			
Tennessee	Marshall	county		342							0.97			
Tennessee	Maury	county		970							0.97			
Tennessee	McMinn	county		519							0.93			
Tennessee	McNairy	county		304							0.99			
Tennessee	Meigs	county		123							0.97			
Tennessee	Monroe	county		514							0.96			
Tennessee	Montgomery	county		2628							0.96			
Tennessee	Moore	county		49							0.98			
Tennessee	Morgan	county		193							0.97			
Tennessee	Obion	county		380							0.96			
Tennessee	Overton	county		232							0.98			
Tennessee	Perry	county		82							0.95			
Tennessee	Pickett	county		44							0.91			
Tennessee	Polk	county		174							0.93			
Tennessee	Putnam	county		859							0.93			
Tennessee	Rhea	county		389							0.99			
Tennessee	Roane	county		446							0.94			
Tennessee	Robertson	county		845							0.96			
Tennessee	Rutherford	county		3816							0.94			
Tennessee	Scott	county		334							0.97			
Tennessee	Sequatchie	county		163							0.99			
Tennessee	Sevier	county		1099							0.93			
Tennessee	Shelby	county		11958							0.90			
Tennessee	Smith	county		229							0.88			
Tennessee	Stewart	county		115							0.88			
Tennessee	Sullivan	county		1488							0.96			
Tennessee	Sumner	county		2104							0.95			
Tennessee	Tipton	county		780							0.98			
Tennessee	Trousdale	county		81							0.99			
Tennessee	Unicoi	county		144							0.99			
Tennessee	Union	county		316							0.90			
Tennessee	Van Buren	county		57							0.75			
Tennessee	Warren	county		482							0.97			
Tennessee	Washington	county		1198							0.95			
Tennessee	Wayne	county		173							0.98			
Tennessee	Weakley	county		354							0.97			
Tennessee	White	county		289							0.96			
Tennessee	Williamson	county		2698							0.94			
Tennessee	Wilson	county		1464							0.97			
Texas	ANDERSON	county	SCH					0.98	0.98	.				
Texas	ANDREWS	county	SCH					0.97	0.97	.				
Texas	ANGELINA	county	SCH					0.99	0.99	1.00				
Texas	ARANSAS	county	SCH					0.97	0.97	0.97				
Texas	ARCHER	county	SCH					0.98	0.98	.				
Texas	ARMSTRONG	county	SCH					0.96	0.96	.				
Texas	ATASCOSA	county	SCH					0.97	0.97	.				
Texas	AUSTIN	county	SCH					0.99	0.99	0.88				
Texas	BAILEY	county	SCH					0.99	0.99	.				
Texas	BANDERA	county	SCH					0.96	0.96	.				
Texas	BASTROP	county	SCH					0.73	0.73	0.72				
Texas	BAYLOR	county	SCH					0.96	0.96	.				
Texas	BEE	county	SCH					0.99	0.99	.				
Texas	BELL	county	SCH					0.98	0.98	0.91				
Texas	BEXAR	county	SCH					0.98	0.98	0.98				
Texas	BLANCO	county	SCH					0.95	0.95	.				
Texas	BORDEN	county	SCH					1.00	1.00	.				
Texas	BOSQUE	county	SCH					0.98	0.98	.				
Texas	BOWIE	county	SCH					0.98	0.98	0.92				
Texas	BRAZORIA	county	SCH					0.98	0.98	0.89				
Texas	BRAZOS	county	SCH					0.97	0.97	0.88				
Texas	BREWSTER	county	SCH					0.94	0.94	.				
Texas	BRISCOE	county	SCH					1.00	1.00	.				
Texas	BROOKS	county	SCH					1.00	1.00	.				
Texas	BROWN	county	SCH					0.99	0.99	.				
Texas	BURLESON	county	SCH					1.00	1.00	.				
Texas	BURNET	county	SCH					0.96	0.96	0.86				
Texas	CALDWELL	county	SCH					0.98	0.98	.				
Texas	CALHOUN	county	SCH					0.99	0.99	.				
Texas	CALLAHAN	county	SCH					0.97	0.97	.				
Texas	CAMERON	county	SCH					0.99	1.00	0.99				
Texas	CAMP	county	SCH					0.99	0.99	.				
Texas	CARSON	county	SCH					0.98	0.98	.				
Texas	CASS	county	SCH					0.98	0.98	.				
Texas	CASTRO	county	SCH					0.92	0.92	.				
Texas	CHAMBERS	county	SCH					0.99	0.99	.				
Texas	CHEROKEE	county	SCH					0.99	0.99	.				
Texas	CHILDRESS	county	SCH					1.00	1.00	.				
Texas	CLAY	county	SCH					0.98	0.98	.				
Texas	COCHRAN	county	SCH					1.00	1.00	.				
Texas	COKE	county	SCH					0.97	0.97	.				
Texas	COLEMAN	county	SCH					0.98	0.98	.				
Texas	COLLIN	county	SCH					0.97	0.97	0.88				
Texas	COLLINGSWORTH	county	SCH					0.92	0.92	.				
Texas	COLORADO	county	SCH					0.99	0.99	0.97				
Texas	COMAL	county	SCH					0.97	0.97	0.94				
Texas	COMANCHE	county	SCH					0.94	0.94	.				
Texas	CONCHO	county	SCH					1.00	1.00	.				
Texas	COOKE	county	SCH					0.96	0.96	1.00				
Texas	CORYELL	county	SCH					0.97	0.97	.				
Texas	COTTLE	county	SCH					0.94	0.94	.				
Texas	CRANE	county	SCH					1.00	1.00	.				
Texas	CROCKETT	county	SCH					0.99	0.99	.				
Texas	CROSBY	county	SCH					0.99	0.99	.				
Texas	DALLAM	county	SCH					0.93	0.92	1.00				
Texas	DALLAS	county	SCH					0.98	0.98	0.97				
Texas	DAWSON	county	SCH					0.97	0.97	.				
Texas	DEAF SMITH	county	SCH					0.99	0.99	1.00				
Texas	DELTA	county	SCH					1.00	1.00	.				
Texas	DENTON	county	SCH					0.96	0.96	0.89				
Texas	DEWITT	county	SCH					0.99	0.99	1.00				
Texas	DICKENS	county	SCH					1.00	1.00	.				
Texas	DIMMIT	county	SCH					1.00	1.00	.				
Texas	DONLEY	county	SCH					0.94	0.94	.				
Texas	DUVAL	county	SCH					1.00	1.00	.				
Texas	EASTLAND	county	SCH					0.93	0.93	.				
Texas	ECTOR	county	SCH					0.97	0.97	0.94				
Texas	EDWARDS	county	SCH					1.00	1.00	.				
Texas	EL PASO	county	SCH					0.98	0.98	0.93				
Texas	ELLIS	county	SCH					0.97	0.97	0.95				
Texas	ERATH	county	SCH					0.98	0.98	.				
Texas	FALLS	county	SCH					1.00	1.00	.				
Texas	FANNIN	county	SCH					0.98	0.98	.				
Texas	FAYETTE	county	SCH					0.99	0.99	1.00				
Texas	FLOYD	county	SCH					0.99	0.99	.				
Texas	FOARD	county	SCH					0.93	0.93	.				
Texas	FORT BEND	county	SCH					0.98	0.99	0.87				
Texas	FRANKLIN	county	SCH					0.99	0.99	.				
Texas	FREESTONE	county	SCH					0.98	0.98	.				
Texas	FRIO	county	SCH					1.00	1.00	.				
Texas	GAINES	county	SCH					0.89	0.89	.				
Texas	GALVESTON	county	SCH					0.96	0.96	0.90				
Texas	GARZA	county	SCH					1.00	1.00	.				
Texas	GILLESPIE	county	SCH					0.96	0.96	1.00				
Texas	GLASSCOCK	county	SCH					1.00	1.00	.				
Texas	GOLIAD	county	SCH					1.00	1.00	.				
Texas	GONZALES	county	SCH					1.00	1.00	.				
Texas	GRAY	county	SCH					0.99	0.99	.				
Texas	GRAYSON	county	SCH					0.98	0.98	0.90				
Texas	GREGG	county	SCH					0.95	0.95	0.86				
Texas	GRIMES	county	SCH					0.99	0.99	.				
Texas	GUADALUPE	county	SCH					0.98	0.98	0.97				
Texas	HALE	county	SCH					0.98	0.99	0.86				
Texas	HALL	county	SCH					0.97	0.97	.				
Texas	HAMILTON	county	SCH					1.00	1.00	.				
Texas	HANSFORD	county	SCH					0.98	0.98	.				
Texas	HARDEMAN	county	SCH					0.98	0.98	.				
Texas	HARDIN	county	SCH					1.00	1.00	.				
Texas	HARRIS	county	SCH					0.97	0.97	0.96				
Texas	HARRISON	county	SCH					0.98	0.99	0.75				
Texas	HARTLEY	county	SCH					0.80	0.80	.				
Texas	HASKELL	county	SCH					0.99	0.99	.				
Texas	HAYS	county	SCH					0.97	0.97	0.88				
Texas	HEMPHILL	county	SCH					0.95	0.95	.				
Texas	HENDERSON	county	SCH					0.99	0.99	.				
Texas	HIDALGO	county	SCH					1.00	1.00	0.92				
Texas	HILL	county	SCH					0.96	0.96	.				
Texas	HOCKLEY	county	SCH					1.00	1.00	1.00				
Texas	HOOD	county	SCH					0.97	0.97	0.87				
Texas	HOPKINS	county	SCH					0.99	0.99	.				
Texas	HOUSTON	county	SCH					1.00	1.00	.				
Texas	HOWARD	county	SCH					0.99	0.99	.				
Texas	HUDSPETH	county	SCH					0.90	0.90	.				
Texas	HUNT	county	SCH					0.98	0.99	0.95				
Texas	HUTCHINSON	county	SCH					0.99	0.99	.				
Texas	IRION	county	SCH					1.00	1.00	.				
Texas	JACK	county	SCH					0.99	0.99	.				
Texas	JACKSON	county	SCH					0.97	0.97	.				
Texas	JASPER	county	SCH					0.98	0.98	.				
Texas	JEFF DAVIS	county	SCH					0.83	0.83	.				
Texas	JEFFERSON	county	SCH					0.98	0.98	0.94				
Texas	JIM HOGG	county	SCH					0.99	0.99	.				
Texas	JIM WELLS	county	SCH					1.00	1.00	1.00				
Texas	JOHNSON	county	SCH					0.97	0.98	0.80				
Texas	JONES	county	SCH					0.98	0.98	.				
Texas	KARNES	county	SCH					0.93	0.93	.				
Texas	KAUFMAN	county	SCH					0.98	0.98	.				
Texas	KENDALL	county	SCH					0.95	0.97	0.78				
Texas	KENEDY	county	SCH					1.00	1.00	.				
Texas	KENT	county	SCH					1.00	1.00	.				
Texas	KERR	county	SCH					0.98	0.98	0.93				
Texas	KIMBLE	county	SCH					1.00	1.00	.				
Texas	KING	county	SCH					0.83	0.83	.				
Texas	KINNEY	county	SCH					0.95	0.95	.				
Texas	KLEBERG	county	SCH					1.00	1.00	1.00				
Texas	KNOX	county	SCH					1.00	1.00	.				
Texas	LAMAR	county	SCH					0.99	0.99	.				
Texas	LAMB	county	SCH					0.99	0.99	.				
Texas	LAMPASAS	county	SCH					0.97	0.97	.				
Texas	LAVACA	county	SCH					0.98	0.98	1.00				
Texas	LEE	county	SCH					0.99	0.99	1.00				
Texas	LEON	county	SCH					0.99	0.99	.				
Texas	LIBERTY	county	SCH					0.94	0.94	.				
Texas	LIMESTONE	county	SCH					0.97	0.97	.				
Texas	LIPSCOMB	county	SCH					0.82	0.82	.				
Texas	LIVE OAK	county	SCH					0.99	0.99	.				
Texas	LLANO	county	SCH					0.97	0.97	.				
Texas	LUBBOCK	county	SCH					0.96	0.97	0.95				
Texas	LYNN	county	SCH					0.97	0.97	.				
Texas	MADISON	county	SCH					0.98	0.98	.				
Texas	MARION	county	SCH					1.00	1.00	.				
Texas	MARTIN	county	SCH					0.88	0.88	.				
Texas	MASON	county	SCH					1.00	1.00	.				
Texas	MATAGORDA	county	SCH					0.97	0.98	0.75				
Texas	MAVERICK	county	SCH					1.00	1.00	1.00				
Texas	MCCULLOCH	county	SCH					0.97	0.97	.				
Texas	MCLENNAN	county	SCH					0.98	0.98	0.81				
Texas	MCMULLEN	county	SCH					0.94	0.94	.				
Texas	MEDINA	county	SCH					0.98	0.98	.				
Texas	MENARD	county	SCH					1.00	1.00	.				
Texas	MIDLAND	county	SCH					0.98	0.99	0.98				
Texas	MILAM	county	SCH					0.97	0.98	0.86				
Texas	MILLS	county	SCH					0.96	0.96	.				
Texas	MITCHELL	county	SCH					0.97	0.97	.				
Texas	MONTAGUE	county	SCH					0.91	0.91	.				
Texas	MONTGOMERY	county	SCH					0.97	0.97	0.89				
Texas	MOORE	county	SCH					0.98	0.98	.				
Texas	MORRIS	county	SCH					0.99	0.99	.				
Texas	NACOGDOCHES	county	SCH					0.99	0.99	0.78				
Texas	NAVARRO	county	SCH					0.99	0.99	.				
Texas	NEWTON	county	SCH					0.78	0.78	.				
Texas	NOLAN	county	SCH					0.98	0.98	.				
Texas	NUECES	county	SCH					0.98	0.98	0.97				
Texas	OCHILTREE	county	SCH					0.99	0.99	.				
Texas	OLDHAM	county	SCH					0.94	0.94	.				
Texas	ORANGE	county	SCH					0.97	0.97	.				
Texas	PALO PINTO	county	SCH					0.97	0.97	1.00				
Texas	PANOLA	county	SCH					0.96	0.96	.				
Texas	PARKER	county	SCH					0.97	0.97	0.96				
Texas	PARMER	county	SCH					0.98	0.98	.				
Texas	PECOS	county	SCH					0.99	0.99	.				
Texas	POLK	county	SCH					0.97	0.97	.				
Texas	POTTER	county	SCH					0.97	0.97	0.95				
Texas	PRESIDIO	county	SCH					1.00	1.00	.				
Texas	RAINS	county	SCH					0.98	0.98	.				
Texas	RANDALL	county	SCH					0.96	0.96	.				
Texas	REAGAN	county	SCH					0.90	0.90	.				
Texas	REAL	county	SCH					0.68	0.68	.				
Texas	RED RIVER	county	SCH					0.99	0.99	.				
Texas	REEVES	county	SCH					0.84	0.84	.				
Texas	REFUGIO	county	SCH					0.98	0.98	.				
Texas	ROBERTS	county	SCH					0.83	0.83	.				
Texas	ROBERTSON	county	SCH					0.93	0.93	.				
Texas	ROCKWALL	county	SCH					0.98	0.98	0.88				
Texas	RUNNELS	county	SCH					0.99	0.99	.				
Texas	RUSK	county	SCH					0.97	0.99	.				
Texas	SABINE	county	SCH					0.97	0.97	.				
Texas	SAN AUGUSTINE	county	SCH					1.00	1.00	.				
Texas	SAN JACINTO	county	SCH					0.99	0.99	.				
Texas	SAN PATRICIO	county	SCH					0.99	0.99	.				
Texas	SAN SABA	county	SCH					1.00	1.00	.				
Texas	SCHLEICHER	county	SCH					1.00	1.00	.				
Texas	SCURRY	county	SCH					1.00	1.00	.				
Texas	SHACKELFORD	county	SCH					0.86	0.86	.				
Texas	SHELBY	county	SCH					0.91	0.91	.				
Texas	SHERMAN	county	SCH					0.95	0.95	.				
Texas	SMITH	county	SCH					0.98	0.98	0.98				
Texas	SOMERVELL	county	SCH					0.97	0.97	.				
Texas	STARR	county	SCH					1.00	1.00	1.00				
Texas	STEPHENS	county	SCH					1.00	1.00	.				
Texas	STERLING	county	SCH					0.95	0.95	.				
Texas	STONEWALL	county	SCH					0.92	0.92	.				
Texas	SUTTON	county	SCH					1.00	1.00	.				
Texas	SWISHER	county	SCH					1.00	1.00	.				
Texas	TARRANT	county	SCH					0.98	0.98	0.95				
Texas	TAYLOR	county	SCH					0.98	0.98	0.95				
Texas	TERRELL	county	SCH					1.00	1.00	.				
Texas	TERRY	county	SCH					0.98	0.98	.				
Texas	THROCKMORTON	county	SCH					1.00	1.00	.				
Texas	TITUS	county	SCH					1.00	1.00	.				
Texas	TOM GREEN	county	SCH					0.99	0.99	0.98				
Texas	TRAVIS	county	SCH					0.95	0.96	0.89				
Texas	TRINITY	county	SCH					1.00	1.00	.				
Texas	TYLER	county	SCH					0.98	0.98	.				
Texas	UPSHUR	county	SCH					0.98	0.98	.				
Texas	UPTON	county	SCH					0.99	0.99	.				
Texas	UVALDE	county	SCH					0.97	0.98	0.84				
Texas	VAL VERDE	county	SCH					0.90	0.90	1.00				
Texas	VAN ZANDT	county	SCH					0.97	0.97	.				
Texas	VICTORIA	county	SCH					0.99	0.99	0.95				
Texas	WALKER	county	SCH					0.99	0.99	0.95				
Texas	WALLER	county	SCH					0.97	0.97	.				
Texas	WARD	county	SCH					0.99	0.99	.				
Texas	WASHINGTON	county	SCH					0.98	0.98	1.00				
Texas	WEBB	county	SCH					1.00	1.00	1.00				
Texas	WHARTON	county	SCH					0.99	0.99	0.94				
Texas	WHEELER	county	SCH					0.93	0.93	.				
Texas	WICHITA	county	SCH					0.98	0.98	0.94				
Texas	WILBARGER	county	SCH					0.94	0.94	.				
Texas	WILLACY	county	SCH					0.99	0.99	.				
Texas	WILLIAMSON	county	SCH					0.96	0.96	0.85				
Texas	WILSON	county	SCH					0.99	0.99	1.00				
Texas	WINKLER	county	SCH					1.00	1.00	.				
Texas	WISE	county	SCH					0.98	0.98	.				
Texas	WOOD	county	SCH					0.97	0.97	.				
Texas	YOAKUM	county	SCH					0.99	0.99	.				
Texas	YOUNG	county	SCH					0.97	0.97	.				
Texas	ZAPATA	county	SCH					1.00	1.00	.				
Texas	ZAVALA	county	SCH					1.00	1.00	.				
Utah	Alpine	school district	SCH	9				0.89			0.89			
Utah	Beaver	school district	SCH	5208				0.96			0.92			
Utah	Box Elder	school district	SCH	427				0.94			0.91			
Utah	Cache	school district	SCH	171				0.83			0.78			
Utah	Canyons	school district	SCH	63				0.94			0.94			
Utah	Carbon	school district	SCH	113				0.99			0.99			
Utah	Daggett	school district	SCH	5863				0.97			0.94			
Utah	Davis	school district	SCH	672				0.95			0.92			
Utah	Duchesne	school district	SCH	4135				0.95			0.93			
Utah	Emery	school district	SCH	201				0.84			0.77			
Utah	Garfield	school district	SCH	88				0.90			0.88			
Utah	Grand	school district	SCH	561				0.97			0.92			
Utah	Granite	school district	SCH	221				0.94			0.91			
Utah	Iron	school district	SCH	235				0.94			0.89			
Utah	Jordan	school district	SCH	551				0.94			0.88			
Utah	Juab	school district	SCH	2503				0.93			0.89			
Utah	Kane	school district	SCH	186				0.92			0.89			
Utah	Logan	school district	SCH	87				0.94			0.94			
Utah	Millard	school district	SCH	1136				0.93			0.87			
Utah	Morgan	school district	SCH	342				0.90			0.87			
Utah	Murray	school district	SCH	18				1.00			0.94			
Utah	Nebo	school district	SCH	1364				0.92			0.87			
Utah	North Sanpete	school district	SCH	38				1.00			1			
Utah	North Summit	school district	SCH	2440				0.96			0.94			
Utah	Ogden	school district	SCH	279				0.89			0.86			
Utah	Park City	school district	SCH	364				0.93			0.92			
Utah	Piute	school district	SCH	216				0.94			0.91			
Utah	Provo	school district	SCH	103				1.00			1			
Utah	Rich	school district	SCH	20				1.00			1			
Utah	Salt Lake	school district	SCH	1000				0.98			0.96			
Utah	San Juan	school district	SCH	770				0.93			0.89			
Utah	Sevier	school district	SCH	18				0.89			0.89			
Utah	South Sanpete	school district	SCH	424				0.96			0.94			
Utah	South Summit	school district	SCH	2018				0.94			0.91			
Utah	Tintic	school district	SCH	32				0.84			0.88			
Utah	Tooele	school district	SCH	1000				0.98			0.96			
Utah	Uintah	school district	SCH	770				0.93			0.89			
Utah	Utah D & B	school district	SCH	18				0.89			0.89			
Utah	Wasatch	school district	SCH	424				0.96			0.94			
Utah	Washington	school district	SCH	2018				0.94			0.91			
Utah	Wayne	school district	SCH	32				0.84			0.88			
Utah	Weber	school district	SCH	2271				0.96			0.94			
Vermont	Addison	county	SCH	348				0.91						
Vermont	Bennington	county	SCH	401				0.95						
Vermont	Caledonia	county	SCH	285				0.90						
Vermont	Chittenden	county	SCH	1535				0.94						
Vermont	Essex	county	SCH	52				0.98						
Vermont	Franklin	county	SCH	562				0.97						
Vermont	Grand Isle	county	SCH	74				0.91						
Vermont	Lamoille	county	SCH	297				0.85						
Vermont	Orange	county	SCH	337				0.96						
Vermont	Orleans	county	SCH	275				0.93						
Vermont	Rutland	county	SCH	558				0.95						
Vermont	Washington	county	SCH	652				0.88						
Vermont	Windham	county	SCH	414				0.93						
Vermont	Windsor	county	SCH	487				0.91						
Virginia	Accomack	county	SCH	423				1.00	1		0.97	0.97		
Virginia	Albemarle	county	SCH	1190				0.94	0.94	0.91	0.93	0.94	0.91	
Virginia	Alexandria city	city	SCH	1609				1.00	1	1	0.96	0.96	0.98	
Virginia	Alleghany	county	SCH	164				0.99	0.99		0.98	0.98		
Virginia	Amelia	county	SCH	139				0.94	0.94		0.93	0.93		
Virginia	Amherst	county	SCH	343				0.97	0.96	1	0.96	0.96	1	
Virginia	Appomattox	county	SCH	160				0.97	0.97		0.97	0.97		
Virginia	Arlington	county	SCH	2346				0.95	0.95	0.95	0.94	0.94	0.95	
Virginia	Augusta	county	SCH	709				0.96	0.96		0.98	0.98		
Virginia	Bath	county	SCH	40				0.95	0.95		0.95	0.95		
Virginia	Bedford	county	SCH	728				0.97	0.97	1	0.96	0.96	0.9	
Virginia	Bland	county	SCH	50				1.00	1		1	1		
Virginia	Botetourt	county	SCH	320				0.96	0.96		0.96	0.96		
Virginia	Bristol city	county	SCH	185				0.97	0.97		0.97	0.97		
Virginia	Brunswick	county	SCH	146				0.99	0.99		0.99	0.99		
Virginia	Buchanan	county	SCH	190				1.00	1		1	1		
Virginia	Buckingham	county	SCH	182				0.99	0.99		0.99	0.99		
Virginia	Buena Vista city	city	SCH	69				1.00	1		1	1		
Virginia	Campbell	county	SCH	516				0.81	0.81		0.97	0.97		
Virginia	Caroline	county	SCH	193				0.95	0.95		0.96	0.96		
Virginia	Carroll	county	SCH	297				0.97	0.97		0.97	0.97		
Virginia	Charlotte	county	SCH	160				0.97	0.97		0.98	0.98		
Virginia	Charlottesville city	city	SCH	275				0.95	0.95		0.95	0.95		
Virginia	Chesapeake city	city	SCH	2074				0.97	0.97	0.92	0.97	0.97	0.92	
Virginia	Chesterfield	county	SCH	4335				0.94	0.94	0.93	0.92	0.92	0.93	
Virginia	Clarke	county	SCH	133				0.91	0.89	0.96	0.89	0.88	0.96	
Virginia	Colonial Beach	county	SCH	42				0.90	0.9		0.88	0.88		
Virginia	Colonial Heights city	city	SCH	235				0.97	0.97		0.97	0.97		
Virginia	Covington city	city	SCH	85				0.95	0.95		0.93	0.93		
Virginia	Culpeper	county	SCH	615				0.96	0.96	1	0.95	0.95	1	
Virginia	Cumberland	county	SCH	90				0.98	0.98		0.96	0.96		
Virginia	Danville city	city	SCH	342				0.89	0.87	0.96	0.97	0.97	0.98	
Virginia	Dickenson	county	SCH	148				0.98	0.98		1	1		
Virginia	Dinwiddie	county	SCH	269				0.96	0.96		0.97	0.97		
Virginia	Essex	county	SCH	105				0.94	0.94		0.93	0.93		
Virginia	Fairfax	county	SCH	14369				0.98	0.98	0.94	0.87	0.87	0.94	
Virginia	Falls Church city	city	SCH	199				0.98	0.97	1	0.97	0.97	0.95	
Virginia	Fauquier	county	SCH	816				0.95	0.95	1	0.94	0.94	0.95	
Virginia	Floyd	county	SCH	127				0.97	0.97		0.96	0.96		
Virginia	Fluvanna	county	SCH	229				0.98	0.98		0.97	0.97		
Virginia	Franklin city	city	SCH	97				1.00	1		0.99	0.99		
Virginia	Franklin	county	SCH	573				1.00	1		0.99	0.99		
Virginia	Frederick	county	SCH	939				0.97	0.97		0.96	0.96		
Virginia	Fredericksburg city	city	SCH	323				0.83	0.94		0.93	0.92	0.95	
Virginia	Galax city	city	SCH	136				0.97	0.97		0.99	0.99		
Virginia	Giles	county	SCH	169				0.99	0.99		0.99	0.99		
Virginia	Gloucester	county	SCH	379				0.95	0.95		0.95	0.95		
Virginia	Goochland	county	SCH	141				0.99	0.99		0.99	0.99		
Virginia	Grayson	county	SCH	114				0.99	0.99		0.97	0.97		
Virginia	Greene	county	SCH	243				0.95	0.95		0.94	0.94		
Virginia	Greensville	county	SCH	197				0.98	0.98		0.98	0.98		
Virginia	Halifax	county	SCH	0										
Virginia	Hampton city	city	SCH	1508				0.98	0.98		0.97	0.97		
Virginia	Hanover	county	SCH	1146				0.81	0.81		0.96	0.96		
Virginia	Harrisonburg city	city	SCH	359				0.96	0.96	1	0.95	0.95	1	
Virginia	Henrico	county	SCH	4074				0.88	0.87	0.97	0.96	0.96	0.97	
Virginia	Henry	county	SCH	567				1.00	1		0.97	0.97		
Virginia	Highland	county	SCH	14				0.68	0.68		0.93	0.93		
Virginia	Hopewell city	city	SCH	343				0.97	0.97		0.97	0.97		
Virginia	Isle of Wight	county	SCH	432				0.98	0.98	0.98	0.96	0.96	0.98	
Virginia	King George	county	SCH	314				0.94	0.94		0.94	0.94		
Virginia	King William	county	SCH	152				0.99	0.99		0.99	0.99		
Virginia	King and Queen	county	SCH	24				1.00	1		1	1		
Virginia	Lancaster	county	SCH	152				0.99	0.99		0.99	0.99		
Virginia	Lee	county	SCH	27				0.93	0.93		0.93	0.93		
Virginia	Loudoun	county	SCH	4929				0.97	0.97	0.99	0.96	0.96	0.98	
Virginia	Louisa	county	SCH	378				0.98	0.98		0.98	0.98		
Virginia	Lunenburg	county	SCH	113				0.99	0.99		0.99	0.99		
Virginia	Lynchburg city	city	SCH	741				0.95	0.96	0.91	0.94	0.95	0.9	
Virginia	Madison	county	SCH	113				0.94	0.94		0.94	0.94		
Virginia	Manassas Park city	city	SCH	293				0.95	0.95		0.92	0.92		
Virginia	Manassas city	city	SCH	680				0.96	0.96	0.97	0.95	0.95	0.97	
Virginia	Martinsville city	city	SCH	208				1.00	1	0.94	1	1	0.94	
Virginia	Mathews	county	SCH	67				0.97	0.97		0.97	0.97		
Virginia	Mecklenburg	county	SCH	347				1.00	1		1	1		
Virginia	Middlesex	county	SCH	92				0.98	0.98		0.98	0.98		
